"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value"
"0","4796","reduce_ladder","127.0.0.1","red_v2(const float *, float *, unsigned long)","1","7","(256, 1, 1)","(262144, 1, 1)","0","12.1","Command line profiler metrics","sm__warps_active.avg.pct_of_peak_sustained_active","%","80.63"
"0","4796","reduce_ladder","127.0.0.1","red_v2(const float *, float *, unsigned long)","1","7","(256, 1, 1)","(262144, 1, 1)","0","12.1","Command line profiler metrics","smsp__inst_executed.sum","inst","101,187,584"
"0","4841","reduce_ladder","127.0.0.1","red_v3(const float *, float *, unsigned long)","1","7","(256, 1, 1)","(262144, 1, 1)","0","12.1","Command line profiler metrics","gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed","%","25.79"
"0","4841","reduce_ladder","127.0.0.1","red_v3(const float *, float *, unsigned long)","1","7","(256, 1, 1)","(262144, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","1,406,208"
"0","4841","reduce_ladder","127.0.0.1","red_v3(const float *, float *, unsigned long)","1","7","(256, 1, 1)","(262144, 1, 1)","0","12.1","Command line profiler metrics","l1tex__average_t_sectors_per_request_pipe_lsu_mem_global_op_ld.ratio","sector","4"
"0","4841","reduce_ladder","127.0.0.1","red_v3(const float *, float *, unsigned long)","1","7","(256, 1, 1)","(262144, 1, 1)","0","12.1","Command line profiler metrics","l1tex__t_requests_pipe_lsu_mem_global_op_ld.sum","","2,097,152"
"0","4841","reduce_ladder","127.0.0.1","red_v3(const float *, float *, unsigned long)","1","7","(256, 1, 1)","(262144, 1, 1)","0","12.1","Command line profiler metrics","lts__t_sectors.sum","sector","8,654,967"
"0","4841","reduce_ladder","127.0.0.1","red_v3(const float *, float *, unsigned long)","1","7","(256, 1, 1)","(262144, 1, 1)","0","12.1","Command line profiler metrics","sm__warps_active.avg.pct_of_peak_sustained_active","%","75.22"
"0","4841","reduce_ladder","127.0.0.1","red_v3(const float *, float *, unsigned long)","1","7","(256, 1, 1)","(262144, 1, 1)","0","12.1","Command line profiler metrics","smsp__inst_executed.sum","inst","81,264,640"
"0","4886","reduce_ladder","127.0.0.1","red_v4(const float4 *, float *, unsigned long)","1","7","(256, 1, 1)","(65536, 1, 1)","0","12.1","Command line profiler metrics","gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed","%","10.37"
"0","4886","reduce_ladder","127.0.0.1","red_v4(const float4 *, float *, unsigned long)","1","7","(256, 1, 1)","(65536, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","1,319,936"
"0","4886","reduce_ladder","127.0.0.1","red_v4(const float4 *, float *, unsigned long)","1","7","(256, 1, 1)","(65536, 1, 1)","0","12.1","Command line profiler metrics","l1tex__average_t_sectors_per_request_pipe_lsu_mem_global_op_ld.ratio","sector","16"
"0","4886","reduce_ladder","127.0.0.1","red_v4(const float4 *, float *, unsigned long)","1","7","(256, 1, 1)","(65536, 1, 1)","0","12.1","Command line profiler metrics","l1tex__t_requests_pipe_lsu_mem_global_op_ld.sum","","524,288"
"0","4886","reduce_ladder","127.0.0.1","red_v4(const float4 *, float *, unsigned long)","1","7","(256, 1, 1)","(65536, 1, 1)","0","12.1","Command line profiler metrics","lts__t_sectors.sum","sector","8,458,439"
"0","4886","reduce_ladder","127.0.0.1","red_v4(const float4 *, float *, unsigned long)","1","7","(256, 1, 1)","(65536, 1, 1)","0","12.1","Command line profiler metrics","sm__warps_active.avg.pct_of_peak_sustained_active","%","93.96"
"0","4886","reduce_ladder","127.0.0.1","red_v4(const float4 *, float *, unsigned long)","1","7","(256, 1, 1)","(65536, 1, 1)","0","12.1","Command line profiler metrics","smsp__inst_executed.sum","inst","21,889,024"
"0","4931","reduce_ladder","127.0.0.1","red_v5(const float4 *, float *, unsigned long)","1","7","(256, 1, 1)","(288, 1, 1)","0","12.1","Command line profiler metrics","gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed","%","11.78"
"0","4931","reduce_ladder","127.0.0.1","red_v5(const float4 *, float *, unsigned long)","1","7","(256, 1, 1)","(288, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","1,154,528"
"0","4931","reduce_ladder","127.0.0.1","red_v5(const float4 *, float *, unsigned long)","1","7","(256, 1, 1)","(288, 1, 1)","0","12.1","Command line profiler metrics","l1tex__average_t_sectors_per_request_pipe_lsu_mem_global_op_ld.ratio","sector","16"
"0","4931","reduce_ladder","127.0.0.1","red_v5(const float4 *, float *, unsigned long)","1","7","(256, 1, 1)","(288, 1, 1)","0","12.1","Command line profiler metrics","l1tex__t_requests_pipe_lsu_mem_global_op_ld.sum","","524,288"
"0","4931","reduce_ladder","127.0.0.1","red_v5(const float4 *, float *, unsigned long)","1","7","(256, 1, 1)","(288, 1, 1)","0","12.1","Command line profiler metrics","lts__t_sectors.sum","sector","8,393,115"
"0","4931","reduce_ladder","127.0.0.1","red_v5(const float4 *, float *, unsigned long)","1","7","(256, 1, 1)","(288, 1, 1)","0","12.1","Command line profiler metrics","sm__warps_active.avg.pct_of_peak_sustained_active","%","98.52"
"0","4931","reduce_ladder","127.0.0.1","red_v5(const float4 *, float *, unsigned long)","1","7","(256, 1, 1)","(288, 1, 1)","0","12.1","Command line profiler metrics","smsp__inst_executed.sum","inst","6,394,560"
"0","4976","reduce_ladder","127.0.0.1","red_v6(const float4 *, float *, unsigned long)","1","7","(256, 1, 1)","(288, 1, 1)","0","12.1","Command line profiler metrics","gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed","%","12.32"
"0","4976","reduce_ladder","127.0.0.1","red_v6(const float4 *, float *, unsigned long)","1","7","(256, 1, 1)","(288, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","1,102,816"
"0","4976","reduce_ladder","127.0.0.1","red_v6(const float4 *, float *, unsigned long)","1","7","(256, 1, 1)","(288, 1, 1)","0","12.1","Command line profiler metrics","l1tex__average_t_sectors_per_request_pipe_lsu_mem_global_op_ld.ratio","sector","16"
"0","4976","reduce_ladder","127.0.0.1","red_v6(const float4 *, float *, unsigned long)","1","7","(256, 1, 1)","(288, 1, 1)","0","12.1","Command line profiler metrics","l1tex__t_requests_pipe_lsu_mem_global_op_ld.sum","","524,288"
"0","4976","reduce_ladder","127.0.0.1","red_v6(const float4 *, float *, unsigned long)","1","7","(256, 1, 1)","(288, 1, 1)","0","12.1","Command line profiler metrics","lts__t_sectors.sum","sector","8,391,856"
"0","4976","reduce_ladder","127.0.0.1","red_v6(const float4 *, float *, unsigned long)","1","7","(256, 1, 1)","(288, 1, 1)","0","12.1","Command line profiler metrics","sm__warps_active.avg.pct_of_peak_sustained_active","%","100.00"
"0","4976","reduce_ladder","127.0.0.1","red_v6(const float4 *, float *, unsigned long)","1","7","(256, 1, 1)","(288, 1, 1)","0","12.1","Command line profiler metrics","smsp__inst_executed.sum","inst","4,466,112"
